Area_Name,Year,Group_Name,Acquitted,cases_Comp_or_Withdrawn,Arrested,Chargesheeted,Convicted,In_Custody/Bail_Beginning,In_Custody/Bail_Beginning.1,In_Custody/Bail_End, Released_Before_Trial,Trial_Completed,Under_Trial_Beginning,Total_Under_Trial
Chandigarh,2003.0,Total Crime Against Women,94.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Chhattisgarh,2003.0,Total Crime Against Women,1751.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Dadra & Nagar Haveli,2003.0,Total Crime Against Women,14.0,0.0,2.0,18.0,5.0,2.0,7.0,16.0,0.0,2.0,27.0,115.0
Daman & Diu,2003.0,Total Crime Against Women,2.0,0.0,2.0,8.0,5.0,3.0,4.0,39.0,0.0,2.0,38.0,46.0
Delhi,2003.0,Total Crime Against Women,1827.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Goa,2003.0,Total Crime Against Women,62.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Gujarat,2003.0,Total Crime Against Women,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Haryana,2003.0,Total Crime Against Women,4237.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Himachal Pradesh,2003.0,Total Crime Against Women,763.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Jammu & Kashmir,2003.0,Total Crime Against Women,1314.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Jharkhand,2003.0,Total Crime Against Women,2105.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Kerala,2003.0,Total Crime Against Women,4131.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tripura,2003.0,Total Crime Against Women,272.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tamil Nadu,2003.0,Total Crime Against Women,4329.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Rajasthan,2003.0,Total Crime Against Women,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Punjab,2003.0,Total Crime Against Women,1690.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Puducherry,2003.0,Total Crime Against Women,45.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttarakhand,2003.0,Total Crime Against Women,286.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Odisha,2003.0,Total Crime Against Women,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Mizoram,2003.0,Total Crime Against Women,18.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Meghalaya,2003.0,Total Crime Against Women,10.0,0.0,2.0,23.0,3.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Manipur,2003.0,Total Crime Against Women,3.0,0.0,2.0,7.0,3.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Maharashtra,2003.0,Total Crime Against Women,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Madhya Pradesh,2003.0,Total Crime Against Women,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2003.0,Total Crime Against Women,0.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0
Nagaland,2003.0,Total Crime Against Women,1.0,0.0,2.0,22.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,129.0
Andhra Pradesh,2003.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,16.0,4.0,3.0,3.0,6.0,0.0,0.0,27.0,67.0
West Bengal,2003.0,Molestation,655.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttar Pradesh,2003.0,Dowry Deaths,2263.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Madhya Pradesh,2003.0,Dowry Deaths,1336.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Maharashtra,2003.0,Dowry Deaths,1523.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Manipur,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,5.0,5.0
Mizoram,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2003.0,Dowry Deaths,515.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2003.0,Dowry Deaths,0.0,0.0,0.0,3.0,0.0,4.0,1.0,10.0,0.0,0.0,7.0,10.0
Rajasthan,2003.0,Dowry Deaths,346.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2003.0,Dowry Deaths,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003.0,Dowry Deaths,396.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tripura,2003.0,Dowry Deaths,9.0,0.0,2.0,22.0,9.0,3.0,3.0,16.0,0.0,2.0,45.0,67.0
Uttarakhand,2003.0,Dowry Deaths,32.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2003.0,Dowry Deaths,564.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Punjab,2003.0,Dowry Deaths,179.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Kerala,2003.0,Dowry Deaths,16.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Nagaland,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2003.0,Dowry Deaths,205.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Andaman & Nicobar Islands,2003.0,Dowry Deaths,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Andhra Pradesh,2003.0,Dowry Deaths,830.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Karnataka,2003.0,Dowry Deaths,364.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Arunachal Pradesh,2001.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2003.0,Dowry Deaths,39.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Bihar,2003.0,Dowry Deaths,999.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Chhattisgarh,2003.0,Dowry Deaths,168.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Dadra & Nagar Haveli,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0
Chandigarh,2003.0,Dowry Deaths,0.0,0.0,4.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,10.0
Delhi,2003.0,Dowry Deaths,76.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Goa,2003.0,Dowry Deaths,1.0,0.0,2.0,4.0,0.0,2.0,0.0,24.0,0.0,1.0,21.0,25.0
Gujarat,2003.0,Dowry Deaths,149.0,0.0,2.0,16.0,4.0,3.0,7.0,16.0,0.0,2.0,27.0,67.0
Haryana,2003.0,Dowry Deaths,461.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Himachal Pradesh,2003.0,Dowry Deaths,23.0,0.0,2.0,17.0,0.0,4.0,2.0,16.0,0.0,2.0,27.0,105.0
Jammu & Kashmir,2003.0,Dowry Deaths,20.0,0.0,2.0,24.0,0.0,5.0,1.0,16.0,0.0,2.0,49.0,73.0
Daman & Diu,2003.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
Jharkhand,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,6.0
Daman & Diu,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Assam,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
Kerala,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,16.0,4.0,6.0,3.0,16.0,0.0,0.0,27.0,67.0
Delhi,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0
Lakshadweep,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,13.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,67.0
Uttarakhand,2004.0,Indecent Representation of Women (Prohibition) Act,1977.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,1977.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,15.0
Tripura,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,16.0,4.0,3.0,0.0,1.0,0.0,0.0,38.0,8.0
Sikkim,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,37.0,67.0
Odisha,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,16.0,4.0,3.0,6.0,16.0,0.0,0.0,27.0,69.0
Jharkhand,2004.0,Dowry Deaths,205.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tripura,2004.0,Dowry Deaths,17.0,0.0,2.0,33.0,2.0,3.0,3.0,16.0,0.0,2.0,49.0,82.0
Haryana,2004.0,Dowry Deaths,463.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Gujarat,2004.0,Dowry Deaths,135.0,0.0,2.0,16.0,5.0,7.0,3.0,16.0,0.0,2.0,27.0,67.0
Goa,2004.0,Dowry Deaths,9.0,0.0,2.0,0.0,0.0,1.3333333333333333,3.0,15.0,0.0,2.0,24.0,24.0
Delhi,2004.0,Dowry Deaths,86.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Daman & Diu,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0
Himachal Pradesh,2004.0,Dowry Deaths,15.0,0.0,2.0,25.0,2.0,2.0,2.0,16.0,0.0,2.0,27.0,107.0
Chhattisgarh,2004.0,Dowry Deaths,142.0,0.0,2.0,16.0,4.0,3.0,1.0,16.0,0.0,2.0,27.0,67.0
Bihar,2004.0,Dowry Deaths,1024.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Arunachal Pradesh,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004.0,Dowry Deaths,891.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Andaman & Nicobar Islands,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
West Bengal,2004.0,Dowry Prohibition Act,1961.0,0.0,0.0,16.0,4.0,1.0,3.0,16.0,0.0,0.0,2.0,50.0
Chandigarh,2004.0,Dowry Deaths,7.0,0.0,2.0,9.0,0.0,0.0,4.0,12.0,0.0,2.0,10.0,19.0
Andaman & Nicobar Islands,2004.0,Indecent Representation of Women (Prohibition) Act,1977.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2004.0,Dowry Deaths,20.0,0.0,2.0,24.0,2.0,1.0,1.0,16.0,0.0,2.0,53.0,77.0
Karnataka,2004.0,Dowry Deaths,484.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tamil Nadu,2004.0,Dowry Deaths,340.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,2004.0,Dowry Deaths,340.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Punjab,2004.0,Dowry Deaths,150.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Puducherry,2004.0,Dowry Deaths,1.0,0.0,2.0,5.0,0.0,1.0,5.0,14.0,0.0,1.0,10.0,15.0
Odisha,2004.0,Dowry Deaths,489.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2004.0,Indecent Representation of Women (Prohibition) Act,1986.0,0.0,0.0,27.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0
Nagaland,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2004.0,Dowry Deaths,0.0,0.0,2.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,5.0,6.0
Manipur,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2004.0,Dowry Deaths,846.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Madhya Pradesh,2004.0,Dowry Deaths,1313.3333333333333,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2004.0,Dowry Deaths,15.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Mizoram,2004.0,Dowry Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2004.0,Dowry Deaths,2271.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
West Bengal,2004.0,Dowry Deaths,583.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2004.0,Sati Prevention Act,1977.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,2004.0,Importation of Girls,2.0,0.0,2.0,2.0,0.0,3.0,3.0,7.0,0.0,2.0,7.0,9.0
Uttarakhand,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttarakhand,2004.0,Cruelty by Husband and Relatives,117.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Uttar Pradesh,2004.0,Cruelty by Husband and Relatives,3610.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Rajasthan,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,2004.0,Cruelty by Husband and Relatives,154.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Sikkim,2004.0,Cruelty by Husband and Relatives,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0
Rajasthan,2004.0,Cruelty by Husband and Relatives,3365.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Punjab,2004.0,Cruelty by Husband and Relatives,1046.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Puducherry,2004.0,Cruelty by Husband and Relatives,9.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,14.0,16.0
Odisha,2004.0,Cruelty by Husband and Relatives,1144.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Nagaland,2004.0,Cruelty by Husband and Relatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2004.0,Cruelty by Husband and Relatives,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0
Meghalaya,2004.0,Cruelty by Husband and Relatives,0.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,8.0
Manipur,2004.0,Cruelty by Husband and Relatives,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0
Maharashtra,2004.0,Cruelty by Husband and Relatives,940.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Tamil Nadu,2004.0,Cruelty by Husband and Relatives,1586.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Punjab,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puducherry,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman & Nicobar Islands,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bihar,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delhi,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goa,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haryana,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Himachal Pradesh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,2004.0,Sati Prevention Act,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2004.0,Cruelty by Husband and Relatives,3709.6666666666665,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Lakshadweep,2004.0,Cruelty by Husband and Relatives,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004.0,Cruelty by Husband and Relatives,2215.0,0.0,2.0,16.0,4.0,3.0,3.0,16.0,0.0,2.0,27.0,67.0
Manipur,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerala,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karnataka,2004.0,Importation of Girls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
